algorithm_id,lang,title,principle,function_desc,example,usage_py,extension
vid_motion,zh,运动检测,"## 算法名称
运动检测（内部标识 `vid_motion`）

## 原理（教材级叙述）
帧间差分或背景减除，阈值化得运动掩码。

## 离散实现与数学扩展
【混合高斯背景】
每像素观测用 K 个高斯混合建模，在线更新权重/方差/均值以刻画多峰背景（摇摆树叶、水面反光）。MOG2 改进阴影与自适应学习率。

【前景掩码】
apply 得到前景二值图，形态学后处理可抑噪；history 与 varThreshold 控制记忆长度与灵敏度。

## 与算法 id 关联的要点
帧差 |I_t−I_{t−1}| 或背景模型 B_t 更新后与当前帧差分，再阈值化得运动掩码。","## 算法功能
入侵检测、录像触发。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
摄像头前挥手触发区域变化。","## 用法（OpenCV + Python）
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
diff=cv2.absdiff(prev,gray)
_,m=cv2.threshold(diff,25,255,cv2.THRESH_BINARY)",
vid_motion,en,Motion,"## Algorithm name
Motion (`vid_motion`)

## Principle
Frame differencing or background subtraction then threshold for motion mask.

[Math & algorithm notes]
Frame differencing |I_t−I_{t−1}| or background subtraction followed by thresholding yields motion masks.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Intrusion; trigger recording.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Hand wave changes a region in front of the camera.","## Usage (OpenCV + Python)
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
diff=cv2.absdiff(prev,gray)
_,m=cv2.threshold(diff,25,255,cv2.THRESH_BINARY)",
vid_meanshift,zh,MeanShift 跟踪,"## 算法名称
MeanShift 跟踪（内部标识 `vid_meanshift`）

## 原理（教材级叙述）
在特征空间沿密度梯度上升迭代，收敛到模式。

## 离散实现与数学扩展
【密度估计与模式搜索】
MeanShift 在特征空间沿核密度梯度迭代至局部极大；CamShift 在跟踪窗内更新二阶矩以估计尺度与朝向，适合缓慢形变目标。

【颜色特征】
反向投影把模板直方图变成概率图，再与均值漂移结合；HSV-H 通道对光照旋转更稳但离散化带来混叠。

## 与算法 id 关联的要点
MeanShift 在特征空间沿密度梯度上升：x_{t+1}=x_t+ m(x_t)，m 为均值漂移向量。CamShift 在 MeanShift 基础上自适应调整搜索窗尺度与朝向。","## 算法功能
彩色直方图目标跟踪。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
跟踪彩色球。","## 用法（OpenCV + Python）
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
_,win=cv2.meanShift(bp,win,term)",
vid_meanshift,en,MeanShift,"## Algorithm name
MeanShift (`vid_meanshift`)

## Principle
Mean-shift iterations climb the density gradient in feature space to a mode.

[Math & algorithm notes]
Mean-shift climbs the density gradient in feature space; CamShift adapts window scale/orientation.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Color-histogram object tracking.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Track a colored ball.","## Usage (OpenCV + Python)
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
_,win=cv2.meanShift(bp,win,term)",
vid_camshift,zh,CamShift 跟踪,"## 算法名称
CamShift 跟踪（内部标识 `vid_camshift`）

## 原理（教材级叙述）
MeanShift + 对跟踪窗自适应调整尺度/朝向。

## 离散实现与数学扩展
【密度估计与模式搜索】
MeanShift 在特征空间沿核密度梯度迭代至局部极大；CamShift 在跟踪窗内更新二阶矩以估计尺度与朝向，适合缓慢形变目标。

【颜色特征】
反向投影把模板直方图变成概率图，再与均值漂移结合；HSV-H 通道对光照旋转更稳但离散化带来混叠。

## 与算法 id 关联的要点
MeanShift 在特征空间沿密度梯度上升：x_{t+1}=x_t+ m(x_t)，m 为均值漂移向量。CamShift 在 MeanShift 基础上自适应调整搜索窗尺度与朝向。","## 算法功能
尺度变化目标。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
走近摄像头的人脸椭圆窗。","## 用法（OpenCV + Python）
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
ret,win=cv2.CamShift(bp,win,term)",
vid_camshift,en,CamShift,"## Algorithm name
CamShift (`vid_camshift`)

## Principle
Mean-shift plus adaptive window scale/orientation.

[Math & algorithm notes]
Mean-shift climbs the density gradient in feature space; CamShift adapts window scale/orientation.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Targets that change scale.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Face ellipse window as person approaches camera.","## Usage (OpenCV + Python)
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
ret,win=cv2.CamShift(bp,win,term)",
vid_mog,zh,MOG 背景建模,"## 算法名称
MOG 背景建模（内部标识 `vid_mog`）

## 原理（教材级叙述）
混合高斯每个像素多模态，适应缓慢变化背景。

## 离散实现与数学扩展
【混合高斯背景】
每像素观测用 K 个高斯混合建模，在线更新权重/方差/均值以刻画多峰背景（摇摆树叶、水面反光）。MOG2 改进阴影与自适应学习率。

【前景掩码】
apply 得到前景二值图，形态学后处理可抑噪；history 与 varThreshold 控制记忆长度与灵敏度。

## 与算法 id 关联的要点
混合高斯背景：每个像素观测 x_t 由 K 个高斯混合建模，在线更新权重/方差以区分前景。MOG2 可显式建模阴影等改进项。","## 算法功能
室外监控前景提取。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
树叶摇动下的行人。","## 用法（OpenCV + Python）
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
mog=cv2.bgsegm.createBackgroundSubtractorMOG()
fg=mog.apply(frame)",
vid_mog,en,MOG,"## Algorithm name
MOG (`vid_mog`)

## Principle
Mixture of Gaussians per pixel; multiple modes adapt to slow background change.

[Math & algorithm notes]
Gaussian mixture per pixel models background with K components; online updates separate foreground.

## Math & implementation notes
Gaussian mixture per pixel models multi-modal backgrounds; online updates separate foreground blobs.","## Function & pipeline notes
Outdoor surveillance foreground.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Pedestrians with swaying trees.","## Usage (OpenCV + Python)
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
mog=cv2.bgsegm.createBackgroundSubtractorMOG()
fg=mog.apply(frame)",
vid_mog2,zh,MOG2 背景建模,"## 算法名称
MOG2 背景建模（内部标识 `vid_mog2`）

## 原理（教材级叙述）
改进的 GMM，支持阴影检测等。

## 离散实现与数学扩展
【混合高斯背景】
每像素观测用 K 个高斯混合建模，在线更新权重/方差/均值以刻画多峰背景（摇摆树叶、水面反光）。MOG2 改进阴影与自适应学习率。

【前景掩码】
apply 得到前景二值图，形态学后处理可抑噪；history 与 varThreshold 控制记忆长度与灵敏度。

## 与算法 id 关联的要点
混合高斯背景：每个像素观测 x_t 由 K 个高斯混合建模，在线更新权重/方差以区分前景。MOG2 可显式建模阴影等改进项。","## 算法功能
更稳定的前景分割。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
室内灯光渐变。","## 用法（OpenCV + Python）
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
m=cv2.createBackgroundSubtractorMOG2(500,16,True)
fg=m.apply(frame)",
vid_mog2,en,MOG2,"## Algorithm name
MOG2 (`vid_mog2`)

## Principle
Improved GMM; optional shadow detection.

[Math & algorithm notes]
Gaussian mixture per pixel models background with K components; online updates separate foreground.

## Math & implementation notes
Gaussian mixture per pixel models multi-modal backgrounds; online updates separate foreground blobs.","## Function & pipeline notes
More stable foreground split.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Indoor lighting drift.","## Usage (OpenCV + Python)
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
m=cv2.createBackgroundSubtractorMOG2(500,16,True)
fg=m.apply(frame)",
vid_yolo_det,zh,YOLO 目标检测,"## 算法名称
YOLO 目标检测（内部标识 `vid_yolo_det`）

## 原理（教材级叙述）
Ultralytics YOLO：单阶段检测，支持官方 .pt 或 `yolo export` 得到的 ONNX/engine 等。

## 离散实现与数学扩展
【单阶段检测】
YOLO 族将图像划网格并在多尺度预测框与类别；Ultralytics 封装训练、推理、导出 ONNX/TensorRT 等。

【与本软件】
检测视图绘制框；识别视图汇总类别名以区分「检测框」与「语义归纳」。

## 与算法 id 关联的要点
YOLO 类单阶段检测器将图像划分网格并在每个单元预测边界框与类别概率；损失通常含坐标回归、置信度与分类交叉熵。Ultralytics 封装了训练/推理与导出。","## 算法功能
多类别框检测与可视化。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
街景中同时检出车辆与行人。","## 用法（OpenCV + Python）
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
model = YOLO('yolo11n.pt')
results = model.predict(frame)
out = results[0].plot()",
vid_yolo_det,en,YOLO detect,"## Algorithm name
YOLO detect (`vid_yolo_det`)

## Principle
Ultralytics YOLO: single-stage detection; official .pt or exported ONNX/engine.

[Math & algorithm notes]
YOLO-style detectors predict boxes and class logits on a grid; loss blends box regression, objectness, and classification.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Multi-class boxes and visualization.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Cars and pedestrians in one street frame.","## Usage (OpenCV + Python)
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
model = YOLO('yolo11n.pt')
results = model.predict(frame)
out = results[0].plot()",
vid_yolo_rec,zh,YOLO 目标识别,"## 算法名称
YOLO 目标识别（内部标识 `vid_yolo_rec`）

## 原理（教材级叙述）
与检测同一 Ultralytics 模型；本软件在识别视图中突出显示当前帧类别名称汇总。

## 离散实现与数学扩展
【单阶段检测】
YOLO 族将图像划网格并在多尺度预测框与类别；Ultralytics 封装训练、推理、导出 ONNX/TensorRT 等。

【与本软件】
检测视图绘制框；识别视图汇总类别名以区分「检测框」与「语义归纳」。

## 与算法 id 关联的要点
YOLO 类单阶段检测器将图像划分网格并在每个单元预测边界框与类别概率；损失通常含坐标回归、置信度与分类交叉熵。Ultralytics 封装了训练/推理与导出。","## 算法功能
从检测结果归纳类别标签，便于理解「识别」语义。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
与检测相同模型路径，界面叠加「识别: 类别A、类别B」文案。","## 用法（OpenCV + Python）
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
model = YOLO('yolo11n.pt')
results = model.predict(frame)
# 从 results[0].boxes 读取 cls 与 names",
vid_yolo_rec,en,YOLO recognize,"## Algorithm name
YOLO recognize (`vid_yolo_rec`)

## Principle
Same Ultralytics model as detection; this app summarizes class names on the recognition view.

[Math & algorithm notes]
YOLO-style detectors predict boxes and class logits on a grid; loss blends box regression, objectness, and classification.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Turn detections into a readable class list for ""recognition"".
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Same weights as detection; overlay text like ""recognized: class A, class B"".","## Usage (OpenCV + Python)
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
model = YOLO('yolo11n.pt')
results = model.predict(frame)
# Read cls and names from results[0].boxes",
